lat,lng,id,distance
18.55225,73.88944,19759161,0
18.55303044,73.8919941,11079,0.283
18.5558647,73.89063288,19253569,0.3464
18.55615794,73.89309254,18693422,0.2614
18.55650372,73.89359093,18450492,0.0651
18.55695548,73.89385291,18566930,0.0573
18.5586905,73.8929836,19855938,0.2136
18.55942637,73.89580866,19926564,0.3089
18.55800279,73.89590924,19688413,0.1587
18.55344778,73.89676273,19739356,0.5146
18.55260076,73.89868319,19820681,0.2234
18.5538671,73.89904816,19335901,0.146
18.54969678,73.90093524,11882,0.5047
18.54923398,73.90247449,19410081,0.1703
18.54957409,73.90259083,19222396,0.0398
18.54813259,73.90414383,18401551,0.2292
18.54831,73.90556,19624081,0.1506
18.54804,73.9056,19624251,0.0303
18.54792567,73.90599623,18470699,0.0437
18.54790532,73.90602339,19662087,0.0037
18.54790532,73.90602339,18470685,0.0
18.54830837,73.90604686,18526247,0.0449
18.54846698,73.90599757,18545182,0.0184
18.548876,73.906114,19690918,0.0471
18.548876,73.906114,19424877,0.0
18.548876,73.906114,19035820,0.0
18.54891358,73.90616756,18621253,0.007
18.54899908,73.90614241,6506692,0.0099
18.54629058,73.90421692,19686057,0.3633
18.54542917,73.90637744,18554640,0.2472
18.54555823,73.90663467,19365708,0.0307
18.54574926,73.90795089,19276283,0.1404
18.54542472,73.90883256,19817272,0.0997
18.54635734,73.9146923,19862877,0.6266
18.5475255,73.9155372,19759306,0.1575
18.5475255,73.9155372,19743259,0.0
18.5475255,73.9155372,19744713,0.0
18.54750667,73.91557286,19679970,0.0043
18.5475067,73.91557874,19683727,0.0006
18.54933061,73.91580574,19290034,0.2043
18.54947714,73.91532093,19339100,0.0537
18.549274,73.916965,19323201,0.1748
18.54879978,73.91826902,18631647,0.1473
18.54776146,73.91827206,19860198,0.1155
18.54748,73.91801,19394328,0.0418
18.550037,73.918107,19693060,0.2846
18.55104926,73.91648334,19646180,0.2049
18.55095717,73.91621401,18430409,0.0302
18.5516146,73.916004,19733254,0.0764
18.55238997,73.91816529,19679592,0.2437
18.55234928,73.91820431,19678734,0.0061
18.55436422,73.91958221,19819645,0.2671
18.554611,73.919513,19772778,0.0284
18.55454245,73.92079365,19255725,0.1353
18.553627,73.921347,19793503,0.1174
18.55097647,73.92223433,19307523,0.3093
18.55100762,73.92235335,19354172,0.013
18.55100762,73.92235335,19261217,0.0
18.55100762,73.92235335,19122112,0.0
18.55100762,73.92235335,19521725,0.0
18.55100762,73.92235335,19353924,0.0
18.55100762,73.92235335,19261234,0.0
18.55100762,73.92235335,18464747,0.0
18.55100762,73.92235335,19296009,0.0
18.55100762,73.92235335,19680535,0.0
18.55100762,73.92235335,19623749,0.0
18.55100762,73.92235335,19693408,0.0
18.55100762,73.92235335,19644031,0.0
18.55100762,73.92235335,6505038,0.0
18.55100762,73.92235335,19680163,0.0
18.551,73.922361,19123430,0.0012
18.551,73.922361,19521038,0.0
18.551,73.922361,19280860,0.0
18.55100444,73.92238989,19321858,0.0031
18.55096598,73.92237514,19551169,0.0046
18.55096598,73.92237514,19421235,0.0
18.55073268,73.92232686,18763994,0.0264
18.55071583,73.92232016,18862404,0.002
18.55069962,73.92232485,18921761,0.0019
18.55066593,73.92240666,19362102,0.0094
18.55093102,73.92299674,19019420,0.0689
18.550388,73.924288,19767765,0.149
18.549747,73.925057,19717014,0.108
18.54910273,73.92449241,19587374,0.0932
18.547989,73.922893,18646302,0.2093
18.5463724,73.9215129,19343513,0.2313
18.54187603,73.92371155,18737841,0.5513
18.542052,73.925903,19715840,0.2319
18.5421426,73.9259002,19631460,0.0101
18.54017445,73.9317384,18570282,0.6534
18.54016268,73.93183663,18783220,0.0104
18.54008449,73.93500298,18473485,0.334
18.53884667,73.93515822,19420654,0.1387
18.538807,73.935158,19931203,0.0044
18.53883173,73.93520985,19934729,0.0061
18.53883968,73.93510859,19188725,0.0107
18.53811555,73.935868,18774956,0.1136
18.54202161,73.93584352,18611549,0.4345
18.5434595,73.9380599,19663273,0.2832
18.54338178,73.93814284,19773991,0.0123
18.54353754,73.93960096,19461241,0.1547
18.54370887,73.93962946,19091890,0.0193
18.54593171,73.93913593,19631795,0.2527
18.54828962,73.9364326,19428345,0.3874
18.54822382,73.93623043,6505874,0.0225
18.54820507,73.93615466,19458235,0.0083
18.54939672,73.93665355,12413,0.1426
18.55133724,73.93485211,18717742,0.2875
18.55273102,73.93694993,19016268,0.2701
18.55314677,73.93690065,19334976,0.0465
18.55468008,73.937364,19683700,0.1774
18.55417248,73.93527623,18684874,0.2273
18.55400497,73.93532988,19315956,0.0195
18.55471664,73.93486451,19845154,0.0931
18.55209627,73.9315084,19838265,0.4585
18.5495334,73.93149365,19289077,0.2851
18.54792439,73.92982464,18549761,0.251
18.54948032,73.92834272,19490145,0.2332
18.54975209,73.92857037,19489884,0.0386
18.5521627,73.9268313,19246392,0.3248
18.55170086,73.92458797,19667472,0.2421
18.55169832,73.92448068,19883791,0.0113
18.5517368,73.9243851,19727857,0.011
18.55174759,73.92435662,19521168,0.0032
18.55176443,73.92435495,19533283,0.0019
18.55174091,73.92433316,19525313,0.0035
18.55173265,73.92433517,19623792,0.0009
18.55172947,73.92434657,19570189,0.0013
18.55173551,73.92432008,19525920,0.0029
18.5517159,73.9243132,19698937,0.0023
18.5516907,73.924333,19662542,0.0035
18.5516911,73.9243472,19664118,0.0015
18.5516911,73.9243472,19664061,0.0
18.554239,73.925353,19736751,0.3026
18.55434606,73.92515895,19612078,0.0237
18.5563614,73.9247604,19683949,0.2281
18.5603307,73.92125633,18636360,0.5757
18.5618589,73.9226849,19658570,0.2271
18.56205,73.92286,19587443,0.0282
18.56244145,73.92220348,11209,0.0818
18.56288928,73.91823314,19217094,0.4216
18.56294617,73.91782176,19217068,0.0438
18.56363873,73.91744155,18562913,0.0868
18.56386439,73.91762696,19679991,0.0318
18.56393495,73.91766183,19743534,0.0087
18.56398612,73.91784724,19592432,0.0204
18.56385422,73.91793039,18326493,0.0171
18.56510107,73.9180484,6503490,0.1392
18.56515001,73.91787741,6505605,0.0188
18.56515128,73.91713243,18670523,0.0786
18.56518815,73.91707946,19336691,0.0069
18.56488463,73.91654503,19577763,0.0657
18.56503687,73.91607095,18680913,0.0528
18.56532927,73.91609207,6506419,0.0326
18.56564138,73.91654234,19680129,0.0588
18.565649,73.91653899,19489288,0.0009
18.56565822,73.91655676,19692995,0.0021
18.56558353,73.91529679,19357628,0.1331
18.56527842,73.9143949,19125681,0.101
18.564959,73.91443949,19100634,0.0358
18.56495709,73.91428292,19433189,0.0165
18.56493707,73.91402744,19777720,0.027
18.56560991,73.91363516,19272223,0.0855
18.56560324,73.91277988,6506923,0.0902
18.56688726,73.91387623,19837749,0.1837
18.56695527,73.91419105,19654543,0.034
18.56696513,73.91419407,19654461,0.0011
18.56776064,73.91340449,19596638,0.1215
18.56770184,73.91098548,19759136,0.2551
18.56767705,73.910616,19522089,0.0391
18.56812232,73.90990455,18992610,0.0899
18.56903066,73.90904658,19231265,0.1356
18.56822943,73.90829992,19690129,0.1189
18.56929541,73.91095631,19594707,0.3042
18.56935802,73.91105153,19865121,0.0122
18.57019961,73.9110589,19133904,0.0936
18.57027461,73.91107298,19117400,0.0085
18.57110094,73.90712176,18810978,0.4266
18.57029813,73.90368719,19756578,0.373
18.57009377,73.90356682,6507809,0.026
18.570055,73.903367,19651839,0.0215
18.56963325,73.90344813,19582394,0.0477
18.56492594,73.90753314,19608528,0.678
18.56475559,73.90767597,19034479,0.0242
18.56386979,73.90780002,19761893,0.0994
18.56351128,73.9082912,19584546,0.0654
18.5619879,73.9084528,19187405,0.1703
18.56476989,73.91107433,6506350,0.4149
18.56519546,73.9109144,19241401,0.0503
18.56534675,73.91098514,6507330,0.0184
18.56541031,73.9109952,6503985,0.0071
18.56563438,73.91080577,19698097,0.0319
18.56576787,73.91069245,18514639,0.0191
18.56599385,73.91081415,19786386,0.0282
18.56608888,73.91075112,19706907,0.0125
18.56635267,73.91089026,19788011,0.0328
18.56321283,73.91388126,19363754,0.4706
18.56330056,73.91401436,18563767,0.0171
18.56279838,73.91424771,19565168,0.061
18.56265059,73.91388897,19681667,0.0412
18.56228667,73.91403984,19252472,0.0435
18.56227999,73.91403683,19272381,0.0008
18.56219036,73.91407337,19196476,0.0107
18.56207848,73.91409282,19855947,0.0126
18.56192847,73.91656045,18617644,0.2607
18.5617241,73.91680185,6508321,0.0341
18.56143137,73.91671199,19069281,0.0339
18.56211027,73.91728666,19539258,0.0968
18.56388409,73.91611755,19507864,0.2326
18.56643245,73.9182556,19775115,0.3622
18.566709,73.9183797,19804590,0.0334
18.56697371,73.91892347,19508462,0.0645
18.56779592,73.91900025,19597139,0.0918
18.56782039,73.91890738,13195,0.0102
18.56786616,73.91873606,19581396,0.0188
18.56764082,73.91773224,18349108,0.1088
18.56766212,73.91760517,18557229,0.0136
18.56785281,73.91645819,19689076,0.1228
18.56018736,73.91886178,19324039,0.8895
18.55756072,73.91879473,19430502,0.2922
18.55586234,73.91515713,19681043,0.4276
18.557123,73.911544,19773197,0.406
18.5582568,73.9112718,6505590,0.1293
18.55831687,73.91137574,18711993,0.0128
18.55834897,73.91136769,19137817,0.0037
18.55838,73.911349,19170675,0.004
18.5583353,73.91143508,19143162,0.0103
18.55831655,73.91148169,19143138,0.0053
18.55847865,73.91044334,6503851,0.111
18.55936574,73.91292874,12376,0.28
18.5565824,73.90810344,19424015,0.5956
18.55378405,73.90587386,18537720,0.3901
18.55336514,73.9059704,18952058,0.0477
18.55050944,73.91143088,19849446,0.6576
18.54804232,73.90067641,6506098,1.1668
18.54798256,73.90040083,19735559,0.0298
18.53929138,73.89910889,19635945,0.9763
18.53926,73.8992,11140,0.0102
18.53894522,73.89877371,18657190,0.057
18.538486,73.899012,19646149,0.0569
18.5378198,73.89874331,19862930,0.0793
18.53773092,73.89861379,18531977,0.0169
18.53761775,73.89871135,10249,0.0163
18.53747185,73.89869291,18703483,0.0163
18.53755767,73.89747486,18722643,0.1288
18.5375475,73.89746245,10213,0.0017
18.53753065,73.89732733,18728813,0.0144
18.5375163,73.8973089,18818033,0.0025
18.53623401,73.89859334,19041209,0.1967
18.53615454,73.89859267,19335142,0.0088
18.53759716,73.89993037,19672687,0.2137
18.537998,73.899964,19826979,0.0447
18.5390711,73.90012722,19221421,0.1206
18.5393014,73.8978487,19760966,0.2416
18.53990679,73.89353871,10699,0.4595
18.54028088,73.89183856,19697805,0.1841
18.541061,73.891319,18965928,0.1026
18.54133053,73.89119633,19631456,0.0327
18.53964359,73.88752185,13393,0.4305
18.53974089,73.88701224,19679453,0.0548
18.539029,73.886567,18803299,0.0921
18.53886161,73.88662063,6507631,0.0195
18.54126921,73.8856557,19427952,0.2865
18.53973355,73.88344254,19307812,0.2892
18.53959655,73.88339661,19304088,0.016
18.53958161,73.88339225,19097474,0.0017
18.54010261,73.8829802,6505183,0.0724
18.53804403,73.87955099,19239199,0.428
18.53551941,73.88048071,19307019,0.2974
18.5353433,73.88039824,19097514,0.0214
18.53490526,73.88039555,19272265,0.0487
18.5348373,73.8806404,19584557,0.0269
18.53484263,73.87734521,19241416,0.3475
18.5350429,73.87664918,19319022,0.0767
18.53519104,73.87647852,19492692,0.0244
18.53482584,73.87658904,19612800,0.0423
18.53481625,73.87615398,13285,0.0459
18.53515035,73.87553807,18349093,0.0748
18.5340379,73.8763336,19904011,0.1495
18.53291465,73.87657307,19308610,0.1275
18.53282914,73.87648489,18595330,0.0133
18.53266574,73.87649931,19278009,0.0182
18.53211802,73.87663879,19560876,0.0627
18.53042619,73.87663744,19401221,0.1882
18.5296029,73.8760153,19841409,0.1127
18.5280229,73.87592666,12374,0.176
18.52800542,73.87541503,13919,0.054
18.528117,73.87456343,18982780,0.0907
18.52822858,73.87428112,13414,0.0323
18.5244503,73.87796783,19698903,0.5725
18.52252349,73.87784377,10981,0.2147
18.52194013,73.8776302,10007,0.0687
18.52183395,73.876676,13498,0.1013
18.52184189,73.87658615,13809,0.0095
18.52298986,73.87650266,6504543,0.128
18.51935646,73.87575265,12607,0.4118
18.51898259,73.87723055,19031554,0.1613
18.51891011,73.8773375,10219,0.0139
18.51795944,73.87838492,19784341,0.1529
18.51763971,73.87954328,18562247,0.1272
18.51710275,73.87943633,10238,0.0608
18.51679373,73.87956038,11078,0.0368
18.51663636,73.87951545,10976,0.0181
18.5165167,73.879525,18425264,0.0133
18.51646667,73.87949325,19753716,0.0065
18.5164774,73.87962475,19770965,0.0139
18.5164774,73.87962475,19366384,0.0
18.51573092,73.87966197,13261,0.0831
18.51420967,73.87975451,6505651,0.1695
18.51343107,73.87940984,19276276,0.0939
18.51241801,73.87994511,19770920,0.126
18.51162047,73.87885161,13170,0.1455
18.51154862,73.87873024,11309,0.0151
18.5109471,73.87930255,10254,0.0901
18.50946745,73.87894012,19146749,0.169
18.50756207,73.87921236,10139,0.2139
18.50612531,73.87648489,19182653,0.3291
18.50606871,73.87640577,11838,0.0105
18.50602706,73.876445,19206181,0.0062
18.50612562,73.87622807,19530342,0.0254
18.50604836,73.87608223,19244160,0.0176
18.50725281,73.87511684,19770804,0.1683
18.50731249,73.87507305,13311,0.0081
18.50875591,73.87369707,19185813,0.2164
18.5097318,73.8715792,19707531,0.2484
18.51074203,73.87185808,19196748,0.1162
18.510828,73.871919,19728319,0.0115
18.51186416,73.87195895,19683686,0.1153
18.51096971,73.87536446,19749581,0.3727
18.512702,73.876884,18805982,0.2506
18.51276819,73.8769288,6507310,0.0087
18.51334205,73.87715511,19342900,0.0681
18.51336049,73.87717757,18703307,0.0031
18.51359734,73.87649328,6503222,0.0768
18.51434923,73.87681782,12389,0.0904
18.515195,73.877926,19764764,0.15
18.5152226,73.8779677,19557134,0.0054
18.51587734,73.87799904,19764666,0.0729
18.51587734,73.87799904,19764737,0.0
18.51591803,73.87804195,19764795,0.0064
18.51593503,73.87800101,19570924,0.0047
18.5168535,73.87571175,13280,0.2622
18.51536468,73.87380771,12951,0.2603
18.519579,73.87095585,13468,0.557
18.51960093,73.87097262,6505653,0.003
18.52032228,73.87263626,18570704,0.1929
18.52066435,73.87242202,10163,0.0443
18.52336247,73.86867495,19331257,0.4962
18.5212064,73.8660727,19854797,0.3645
18.52211689,73.86392143,19080499,0.2485
18.523033,73.862954,19860296,0.1442
18.520578,73.863227,19863220,0.2746
18.51885542,73.86538725,6505963,0.2977
18.51891392,73.86582613,13480,0.0467
18.51849937,73.86722257,19637380,0.1543
18.517028,73.867861,19747150,0.177
18.51638075,73.86855695,18518233,0.1028
18.51545592,73.86849258,18883610,0.1031
18.51765815,73.86871353,6506368,0.2461
18.5166881,73.8645063,19493114,0.4567
18.51446387,73.86584906,19863821,0.2851
18.5161037,73.8615902,19723811,0.4848
18.51609685,73.86153527,12148,0.0058
18.51689324,73.85806415,19434736,0.3767
18.51704393,73.85805476,10141,0.0168
18.51582026,73.85752402,18304353,0.1472
18.51490369,73.85704525,6503204,0.1138
18.51413845,73.85649774,13306,0.1029
18.51526326,73.85544967,18399327,0.167
18.5154733,73.8549433,6506151,0.0583
18.51451519,73.85446228,12834,0.118
18.51578477,73.85338185,19609305,0.1815
18.51669624,73.85278968,19709365,0.1191
18.51704012,73.85204762,6503427,0.0871
18.51638171,73.85007117,18490414,0.2209
18.5161655,73.8500272,19721704,0.0245
18.51539425,73.85030586,19076767,0.0907
18.5148843,73.85010604,19768042,0.0605
18.51436545,73.85136299,12018,0.1446
18.51367396,73.85102034,6505139,0.085
18.51305751,73.85244895,6504163,0.1655
18.51189,73.851976,19601988,0.1391
18.51151492,73.85211267,18928814,0.0441
18.51000284,73.85086175,19673542,0.2138
18.50832606,73.85062706,6507714,0.1881
18.50820779,73.85055531,19187747,0.0152
18.50803706,73.85046512,6506677,0.0212
18.50751819,73.85068405,19632008,0.0622
18.507405,73.85125168,6505864,0.0612
18.50582708,73.85191351,18946777,0.1889
18.50587191,73.85232657,11027,0.0439
18.50592564,73.85286905,18795050,0.0575
18.5046844,73.85470971,19569367,0.2382
18.50400591,73.85508992,12239,0.0855
18.50229028,73.85310542,18466631,0.2833
18.50233225,73.85240536,19880537,0.074
18.50144198,73.85415664,19772416,0.2096
18.50087923,73.85727726,19562931,0.3351
18.50156823,73.85806248,18432261,0.1128
18.50393151,73.85902271,19563228,0.2817
18.4996177,73.8601623,19768398,0.4947
18.496662,73.860481,19717888,0.3305
18.49615254,73.86110812,19726583,0.0871
18.49627464,73.86201359,19545453,0.0965
18.4964484,73.86207432,19595858,0.0204
18.49209568,73.86160098,6505589,0.4867
18.492064,73.861457,19459583,0.0156
18.48978247,73.86292197,18523711,0.2971
18.48850263,73.86516731,6504060,0.2763
18.4883481,73.86518575,18779121,0.0173
18.48927117,73.86740427,6504736,0.2556
18.49115959,73.86882886,19490195,0.2583
18.4922459,73.8654718,19862825,0.3742
18.487949,73.870436,19506384,0.709
18.48595304,73.86771093,19864119,0.3632
18.48484952,73.86435946,19679976,0.3743
18.48099452,73.86262089,19071398,0.4664
18.47800703,73.86213746,6506745,0.3362
18.47626856,73.86249416,13163,0.197
18.476532,73.861012,19638171,0.1591
18.47889486,73.86016563,19749636,0.2776
18.48251468,73.85957108,19870581,0.4075
18.48324744,73.85759342,18698602,0.224
18.48590606,73.85740835,10177,0.2964
18.48624725,73.85757331,18385824,0.0417
18.48765905,73.85725781,18643759,0.1605
18.48794046,73.85829147,10142,0.1134
18.48935455,73.85735608,19662579,0.1857
18.48896719,73.85408107,19536167,0.3482
18.48601258,73.85383565,19656180,0.3297
18.48592132,73.85440059,19162034,0.0605
18.486027,73.8546629,19618728,0.0301
18.48536804,73.8507729,19632377,0.4169
18.484554,73.847448,19437814,0.3622
18.487186,73.846615,19811917,0.3057
18.48799674,73.84833042,19263407,0.2022
18.49044988,73.84990856,12482,0.3196
18.49280124,73.84955283,19804644,0.2642
18.49305497,73.8498975,19751692,0.046
18.49358756,73.85422893,19016649,0.4607
18.4922095,73.8552307,19720296,0.1862
18.49672232,73.85677502,18419478,0.5277
18.49690833,73.8564394,6503318,0.041
18.49712899,73.85587882,19295101,0.064
18.49827172,73.85440059,6508244,0.2012
18.501161,73.848122,19685365,0.7361
18.50505894,73.84420216,19731987,0.5991
18.50896034,73.84614743,19083845,0.48
18.50912789,73.84612631,19369325,0.0188
18.50979619,73.84609446,19093406,0.0744
18.50978125,73.84562608,19529382,0.0494
18.510216,73.8467105,19838632,0.1242
18.50952277,73.84677708,19603912,0.0774
18.509342,73.8468,19793370,0.0203
18.5113798,73.84674758,19778948,0.2267
18.51157628,73.84562474,19782997,0.1204
18.51234726,73.84584568,6507672,0.0889
18.51234185,73.84590503,6506666,0.0063
